+----------+-----------+-------------------+--------------+------+------+------+------+-----------------------+------+------+------+------+----------------------+------+-------------------------------------------------+-------------------------------------------------+-------------------------------------------------+
| ca_state | cd_gender | cd_marital_status | cd_dep_count | cnt1 | min1 | max1 | avg1 | cd_dep_employed_count | cnt2 | min2 | max2 | avg2 | cd_dep_college_count | cnt3 | min(customer_demographics.cd_dep_college_count) | max(customer_demographics.cd_dep_college_count) | avg(customer_demographics.cd_dep_college_count) |
+----------+-----------+-------------------+--------------+------+------+------+------+-----------------------+------+------+------+------+----------------------+------+-------------------------------------------------+-------------------------------------------------+-------------------------------------------------+
|          | F         | D                 | 0            | 1    | 0    | 0    | 0.0  | 1                     | 1    | 1    | 1    | 1.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | D                 | 0            | 1    | 0    | 0    | 0.0  | 5                     | 1    | 5    | 5    | 5.0  | 0                    | 1    | 0                                               | 0                                               | 0.0                                             |
|          | F         | D                 | 0            | 1    | 0    | 0    | 0.0  | 6                     | 1    | 6    | 6    | 6.0  | 0                    | 1    | 0                                               | 0                                               | 0.0                                             |
|          | F         | D                 | 1            | 1    | 1    | 1    | 1.0  | 1                     | 1    | 1    | 1    | 1.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
|          | F         | D                 | 1            | 1    | 1    | 1    | 1.0  | 5                     | 1    | 5    | 5    | 5.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | D                 | 2            | 1    | 2    | 2    | 2.0  | 2                     | 1    | 2    | 2    | 2.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | D                 | 3            | 1    | 3    | 3    | 3.0  | 0                     | 1    | 0    | 0    | 0.0  | 5                    | 1    | 5                                               | 5                                               | 5.0                                             |
|          | F         | D                 | 3            | 1    | 3    | 3    | 3.0  | 5                     | 1    | 5    | 5    | 5.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | D                 | 4            | 1    | 4    | 4    | 4.0  | 2                     | 1    | 2    | 2    | 2.0  | 5                    | 1    | 5                                               | 5                                               | 5.0                                             |
|          | F         | D                 | 4            | 1    | 4    | 4    | 4.0  | 3                     | 1    | 3    | 3    | 3.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | D                 | 4            | 1    | 4    | 4    | 4.0  | 4                     | 1    | 4    | 4    | 4.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | D                 | 6            | 1    | 6    | 6    | 6.0  | 0                     | 1    | 0    | 0    | 0.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | D                 | 6            | 1    | 6    | 6    | 6.0  | 5                     | 1    | 5    | 5    | 5.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | M                 | 1            | 1    | 1    | 1    | 1.0  | 2                     | 1    | 2    | 2    | 2.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | M                 | 1            | 1    | 1    | 1    | 1.0  | 3                     | 1    | 3    | 3    | 3.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | M                 | 1            | 1    | 1    | 1    | 1.0  | 4                     | 1    | 4    | 4    | 4.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | M                 | 1            | 2    | 1    | 1    | 1.0  | 1                     | 2    | 1    | 1    | 1.0  | 0                    | 2    | 0                                               | 0                                               | 0.0                                             |
|          | F         | M                 | 2            | 1    | 2    | 2    | 2.0  | 1                     | 1    | 1    | 1    | 1.0  | 0                    | 1    | 0                                               | 0                                               | 0.0                                             |
|          | F         | M                 | 2            | 1    | 2    | 2    | 2.0  | 5                     | 1    | 5    | 5    | 5.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | M                 | 3            | 1    | 3    | 3    | 3.0  | 2                     | 1    | 2    | 2    | 2.0  | 5                    | 1    | 5                                               | 5                                               | 5.0                                             |
|          | F         | M                 | 4            | 1    | 4    | 4    | 4.0  | 2                     | 1    | 2    | 2    | 2.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
|          | F         | M                 | 4            | 1    | 4    | 4    | 4.0  | 4                     | 1    | 4    | 4    | 4.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
|          | F         | M                 | 5            | 1    | 5    | 5    | 5.0  | 1                     | 1    | 1    | 1    | 1.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | M                 | 5            | 1    | 5    | 5    | 5.0  | 3                     | 1    | 3    | 3    | 3.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | M                 | 6            | 1    | 6    | 6    | 6.0  | 2                     | 1    | 2    | 2    | 2.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | M                 | 6            | 1    | 6    | 6    | 6.0  | 2                     | 1    | 2    | 2    | 2.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | M                 | 6            | 1    | 6    | 6    | 6.0  | 5                     | 1    | 5    | 5    | 5.0  | 0                    | 1    | 0                                               | 0                                               | 0.0                                             |
|          | F         | S                 | 0            | 1    | 0    | 0    | 0.0  | 0                     | 1    | 0    | 0    | 0.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | S                 | 0            | 1    | 0    | 0    | 0.0  | 2                     | 1    | 2    | 2    | 2.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | S                 | 0            | 1    | 0    | 0    | 0.0  | 4                     | 1    | 4    | 4    | 4.0  | 5                    | 1    | 5                                               | 5                                               | 5.0                                             |
|          | F         | S                 | 0            | 2    | 0    | 0    | 0.0  | 5                     | 2    | 5    | 5    | 5.0  | 5                    | 2    | 5                                               | 5                                               | 5.0                                             |
|          | F         | S                 | 1            | 1    | 1    | 1    | 1.0  | 0                     | 1    | 0    | 0    | 0.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | S                 | 1            | 1    | 1    | 1    | 1.0  | 3                     | 1    | 3    | 3    | 3.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | S                 | 1            | 1    | 1    | 1    | 1.0  | 4                     | 1    | 4    | 4    | 4.0  | 0                    | 1    | 0                                               | 0                                               | 0.0                                             |
|          | F         | S                 | 1            | 1    | 1    | 1    | 1.0  | 4                     | 1    | 4    | 4    | 4.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | S                 | 2            | 1    | 2    | 2    | 2.0  | 0                     | 1    | 0    | 0    | 0.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | S                 | 2            | 1    | 2    | 2    | 2.0  | 1                     | 1    | 1    | 1    | 1.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | S                 | 2            | 1    | 2    | 2    | 2.0  | 2                     | 1    | 2    | 2    | 2.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | S                 | 2            | 1    | 2    | 2    | 2.0  | 4                     | 1    | 4    | 4    | 4.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | S                 | 2            | 1    | 2    | 2    | 2.0  | 6                     | 1    | 6    | 6    | 6.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
|          | F         | S                 | 2            | 1    | 2    | 2    | 2.0  | 6                     | 1    | 6    | 6    | 6.0  | 5                    | 1    | 5                                               | 5                                               | 5.0                                             |
|          | F         | S                 | 3            | 1    | 3    | 3    | 3.0  | 1                     | 1    | 1    | 1    | 1.0  | 0                    | 1    | 0                                               | 0                                               | 0.0                                             |
|          | F         | S                 | 3            | 1    | 3    | 3    | 3.0  | 1                     | 1    | 1    | 1    | 1.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | S                 | 3            | 1    | 3    | 3    | 3.0  | 3                     | 1    | 3    | 3    | 3.0  | 0                    | 1    | 0                                               | 0                                               | 0.0                                             |
|          | F         | S                 | 3            | 1    | 3    | 3    | 3.0  | 4                     | 1    | 4    | 4    | 4.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | S                 | 3            | 1    | 3    | 3    | 3.0  | 6                     | 1    | 6    | 6    | 6.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | S                 | 4            | 1    | 4    | 4    | 4.0  | 0                     | 1    | 0    | 0    | 0.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | S                 | 5            | 1    | 5    | 5    | 5.0  | 6                     | 1    | 6    | 6    | 6.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | S                 | 6            | 1    | 6    | 6    | 6.0  | 0                     | 1    | 0    | 0    | 0.0  | 0                    | 1    | 0                                               | 0                                               | 0.0                                             |
|          | F         | S                 | 6            | 1    | 6    | 6    | 6.0  | 0                     | 1    | 0    | 0    | 0.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | S                 | 6            | 1    | 6    | 6    | 6.0  | 3                     | 1    | 3    | 3    | 3.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | S                 | 6            | 1    | 6    | 6    | 6.0  | 4                     | 1    | 4    | 4    | 4.0  | 5                    | 1    | 5                                               | 5                                               | 5.0                                             |
|          | F         | U                 | 0            | 1    | 0    | 0    | 0.0  | 4                     | 1    | 4    | 4    | 4.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
|          | F         | U                 | 0            | 1    | 0    | 0    | 0.0  | 5                     | 1    | 5    | 5    | 5.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
|          | F         | U                 | 0            | 1    | 0    | 0    | 0.0  | 6                     | 1    | 6    | 6    | 6.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | U                 | 1            | 1    | 1    | 1    | 1.0  | 5                     | 1    | 5    | 5    | 5.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | U                 | 2            | 1    | 2    | 2    | 2.0  | 0                     | 1    | 0    | 0    | 0.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | U                 | 2            | 1    | 2    | 2    | 2.0  | 4                     | 1    | 4    | 4    | 4.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | U                 | 3            | 1    | 3    | 3    | 3.0  | 1                     | 1    | 1    | 1    | 1.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | U                 | 3            | 1    | 3    | 3    | 3.0  | 3                     | 1    | 3    | 3    | 3.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | U                 | 3            | 1    | 3    | 3    | 3.0  | 4                     | 1    | 4    | 4    | 4.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | U                 | 3            | 1    | 3    | 3    | 3.0  | 5                     | 1    | 5    | 5    | 5.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
|          | F         | U                 | 3            | 1    | 3    | 3    | 3.0  | 6                     | 1    | 6    | 6    | 6.0  | 0                    | 1    | 0                                               | 0                                               | 0.0                                             |
|          | F         | U                 | 3            | 1    | 3    | 3    | 3.0  | 6                     | 1    | 6    | 6    | 6.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | U                 | 4            | 1    | 4    | 4    | 4.0  | 1                     | 1    | 1    | 1    | 1.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | U                 | 4            | 1    | 4    | 4    | 4.0  | 6                     | 1    | 6    | 6    | 6.0  | 5                    | 1    | 5                                               | 5                                               | 5.0                                             |
|          | F         | U                 | 6            | 1    | 6    | 6    | 6.0  | 1                     | 1    | 1    | 1    | 1.0  | 3                    | 1    | 3                                               | 3                                               | 3.0                                             |
|          | F         | U                 | 6            | 1    | 6    | 6    | 6.0  | 2                     | 1    | 2    | 2    | 2.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
|          | F         | U                 | 6            | 1    | 6    | 6    | 6.0  | 5                     | 1    | 5    | 5    | 5.0  | 6                    | 1    | 6                                               | 6                                               | 6.0                                             |
|          | F         | W                 | 0            | 1    | 0    | 0    | 0.0  | 2                     | 1    | 2    | 2    | 2.0  | 4                    | 1    | 4                                               | 4                                               | 4.0                                             |
|          | F         | W                 | 0            | 1    | 0    | 0    | 0.0  | 6                     | 1    | 6    | 6    | 6.0  | 2                    | 1    | 2                                               | 2                                               | 2.0                                             |
|          | F         | W                 | 2            | 1    | 2    | 2    | 2.0  | 5                     | 1    | 5    | 5    | 5.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
|          | F         | W                 | 3            | 1    | 3    | 3    | 3.0  | 6                     | 1    | 6    | 6    | 6.0  | 1                    | 1    | 1                                               | 1                                               | 1.0                                             |
